EXECUTING create production order with SAP params: {PLANT=1000, QUANTITY=400, PLANNING_PLANT=1000, BASIC_END_DATE=2019-05-27, ORDER_TYPE=PP01, MATERIAL=000000000050066346}	 | 	(LOG: {required_material={DPC1015,DPC1018}, activity=create production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-05-20 09:01:47, purchase_requisition={}, production_order={990001}})
EXECUTING confirm production order with SAP params: {SCRAP=0, ORDERID=SAMPLE_PRODORD_7645, FIN_CONF=X, YIELD=400, POSTG_DATE=2019-06-03}	 | 	(LOG: {required_material={}, activity=confirm production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-06-03 16:50:09, purchase_requisition={}, production_order={990052}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_9508, ENTRY_QNT=0, PSTNG_DATE=2019-06-03, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-03}	 | 	(LOG: {required_material={DPC1018}, activity=goods receipt for purchase order, material={}, purchase_order={70056}, amount_material=0, time=2019-06-03 16:54:20, purchase_requisition={}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_8614, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70075}, amount_material=0, time=2019-06-03 17:04:52, purchase_requisition={}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_7063, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70090}, amount_material=0, time=2019-06-03 17:05:45, purchase_requisition={}, production_order={}})
EXECUTING create production order with SAP params: {PLANT=1000, QUANTITY=400, PLANNING_PLANT=1000, BASIC_END_DATE=2019-06-10, ORDER_TYPE=PP01, MATERIAL=other_id}	 | 	(LOG: {required_material={req1,req2}, activity=create production order, material={other_id}, purchase_order={}, amount_material=400, time=2019-06-03 17:29:18, purchase_requisition={}, production_order={990087}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={req2}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-06-03 17:29:18, purchase_requisition={300172}, production_order={}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={req1}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-06-03 17:29:18, purchase_requisition={300173}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_6277, ENTRY_QNT=0, PSTNG_DATE=2019-06-03, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-03}	 | 	(LOG: {required_material={DPC1018}, activity=goods receipt for purchase order, material={}, purchase_order={70084}, amount_material=0, time=2019-06-03 17:44:50, purchase_requisition={}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_2054, CREAT_DATE=2019-06-03, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={req2}, activity=convert to purchase order, material={}, purchase_order={70102}, amount_material=0, time=2019-06-03 17:48:16, purchase_requisition={300097}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_5924, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-06-03 18:08:57, purchase_requisition={300126}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_8800, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70100}, amount_material=0, time=2019-06-03 18:09:00, purchase_requisition={}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_7207, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70088}, amount_material=0, time=2019-06-03 18:35:00, purchase_requisition={}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_8916, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-06-03 18:44:10, purchase_requisition={300051}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_4240, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-06-03 18:44:50, purchase_requisition={300090}, production_order={}})
EXECUTING create production order with SAP params: {PLANT=1000, QUANTITY=400, PLANNING_PLANT=1000, BASIC_END_DATE=2019-06-10, ORDER_TYPE=PP01, MATERIAL=000000000050066346}	 | 	(LOG: {required_material={DPC1015,DPC1018}, activity=create production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-06-03 19:18:23, purchase_requisition={}, production_order={990088}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1015}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-06-03 19:18:23, purchase_requisition={300174}, production_order={}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1018}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-06-03 19:18:23, purchase_requisition={300175}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_5711, ENTRY_QNT=0, PSTNG_DATE=2019-06-03, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-03}	 | 	(LOG: {required_material={req2}, activity=goods receipt for purchase order, material={}, purchase_order={70061}, amount_material=0, time=2019-06-03 19:18:36, purchase_requisition={}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_1562, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-06-03 20:15:21, purchase_requisition={300114}, production_order={}})
EXECUTING release purchase requisition (1) with SAP params: {NUMBER=SAMPLE_RURREQ_8135, REL_CODE=04}	 | 	(LOG: {required_material={}, activity=release purchase requisition (1), material={}, purchase_order={}, amount_material=0, time=2019-06-03 20:31:38, purchase_requisition={300159}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_1345, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=req1, RESERV_NO=SAMPLE_RES_2493, PSTNG_DATE=2019-06-03, STGE_LOC=0001, DOC_DATE=2019-06-03}	 | 	(LOG: {required_material={req1}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-03 20:33:40, purchase_requisition={}, production_order={990007}})
EXECUTING release purchase requisition (1) with SAP params: {NUMBER=SAMPLE_RURREQ_5033, REL_CODE=04}	 | 	(LOG: {required_material={}, activity=release purchase requisition (1), material={}, purchase_order={}, amount_material=0, time=2019-06-03 21:14:51, purchase_requisition={300167}, production_order={}})
EXECUTING create production order with SAP params: {PLANT=1000, QUANTITY=400, PLANNING_PLANT=1000, BASIC_END_DATE=2019-06-10, ORDER_TYPE=PP01, MATERIAL=000000000050066346}	 | 	(LOG: {required_material={DPC1015,DPC1018}, activity=create production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-06-03 22:16:20, purchase_requisition={}, production_order={990089}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1015}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-06-03 22:16:20, purchase_requisition={300176}, production_order={}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1018}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-06-03 22:16:20, purchase_requisition={300177}, production_order={}})
EXECUTING create production order with SAP params: {PLANT=1000, QUANTITY=400, PLANNING_PLANT=1000, BASIC_END_DATE=2019-06-11, ORDER_TYPE=PP01, MATERIAL=000000000050066346}	 | 	(LOG: {required_material={DPC1015,DPC1018}, activity=create production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-06-04 08:24:15, purchase_requisition={}, production_order={990090}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1018}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-06-04 08:24:15, purchase_requisition={300178}, production_order={}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1015}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-06-04 08:24:15, purchase_requisition={300179}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_2478, CREAT_DATE=2019-06-04, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1015}, activity=convert to purchase order, material={}, purchase_order={70103}, amount_material=0, time=2019-06-04 08:25:34, purchase_requisition={300129}, production_order={}})
EXECUTING release purchase requisition (1) with SAP params: {NUMBER=SAMPLE_RURREQ_8625, REL_CODE=04}	 | 	(LOG: {required_material={}, activity=release purchase requisition (1), material={}, purchase_order={}, amount_material=0, time=2019-06-04 08:53:31, purchase_requisition={300178}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_2169, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-06-04 09:03:38, purchase_requisition={300101}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_4240, CREAT_DATE=2019-06-04, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1018}, activity=convert to purchase order, material={}, purchase_order={70104}, amount_material=0, time=2019-06-04 09:06:48, purchase_requisition={300090}, production_order={}})
EXECUTING release purchase requisition (1) with SAP params: {NUMBER=SAMPLE_RURREQ_4002, REL_CODE=04}	 | 	(LOG: {required_material={}, activity=release purchase requisition (1), material={}, purchase_order={}, amount_material=0, time=2019-06-04 09:21:31, purchase_requisition={300083}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_206, CREAT_DATE=2019-06-04, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1015}, activity=convert to purchase order, material={}, purchase_order={70105}, amount_material=0, time=2019-06-04 09:27:49, purchase_requisition={300072}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_6102, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1018, RESERV_NO=SAMPLE_RES_7243, PSTNG_DATE=2019-06-04, STGE_LOC=0001, DOC_DATE=2019-06-04}	 | 	(LOG: {required_material={DPC1018}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-04 09:36:57, purchase_requisition={}, production_order={990076}})
EXECUTING confirm production order with SAP params: {SCRAP=0, ORDERID=SAMPLE_PRODORD_6102, FIN_CONF=X, YIELD=400, POSTG_DATE=2019-06-04}	 | 	(LOG: {required_material={}, activity=confirm production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-06-04 09:36:57, purchase_requisition={}, production_order={990076}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_2919, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-06-04 09:53:38, purchase_requisition={300146}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_5794, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70079}, amount_material=0, time=2019-06-04 09:56:18, purchase_requisition={}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_9998, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70094}, amount_material=0, time=2019-06-04 09:57:10, purchase_requisition={}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_9272, CREAT_DATE=2019-06-04, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1018}, activity=convert to purchase order, material={}, purchase_order={70106}, amount_material=0, time=2019-06-04 10:07:34, purchase_requisition={300105}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_9501, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=req2, RESERV_NO=SAMPLE_RES_6866, PSTNG_DATE=2019-06-04, STGE_LOC=0001, DOC_DATE=2019-06-04}	 | 	(LOG: {required_material={req2}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-04 10:22:34, purchase_requisition={}, production_order={990069}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_474, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-06-04 10:23:29, purchase_requisition={300098}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_6922, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70103}, amount_material=0, time=2019-06-04 10:23:58, purchase_requisition={}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_6033, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70070}, amount_material=0, time=2019-06-04 10:25:47, purchase_requisition={}, production_order={}})
EXECUTING create production order with SAP params: {PLANT=1000, QUANTITY=400, PLANNING_PLANT=1000, BASIC_END_DATE=2019-06-11, ORDER_TYPE=PP01, MATERIAL=other_id}	 | 	(LOG: {required_material={req1,req2}, activity=create production order, material={other_id}, purchase_order={}, amount_material=400, time=2019-06-04 10:26:09, purchase_requisition={}, production_order={990091}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={req2}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-06-04 10:26:09, purchase_requisition={300180}, production_order={}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={req1}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-06-04 10:26:09, purchase_requisition={300181}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_3030, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1015, RESERV_NO=SAMPLE_RES_6858, PSTNG_DATE=2019-06-04, STGE_LOC=0001, DOC_DATE=2019-06-04}	 | 	(LOG: {required_material={DPC1015}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-04 10:29:07, purchase_requisition={}, production_order={990031}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_1062, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-06-04 10:39:20, purchase_requisition={300160}, production_order={}})
